,,Net,,,Foreign Net,,,,Buy,,,,,Sell,,,,,Foreign Buy,,,,,Foreign Sell,,
Code,,Val (M),Vol,,Val(M),Vol,,Freq,Vol,Val(M),AVG,,Freq,Vol,Val(M),AVG,,Freq,Vol,Val(M),AVG,,Freq,Vol,Val(M),AVG
INCF,,148,-32300,,0,0,,2,2700,12,45,,77,35000,160,46,,0,0,0,0,,0,0,0,0,
BUVA,,1217,-32974,,0,0,,101,17889,646,361,,421,50863,1862,366,,0,0,0,0,,0,0,0,0,
EPAC,,145,-34261,,0,0,,13,4550,18,39,,107,38811,163,42,,0,0,0,0,,0,0,0,0,
BSML,,387,-34857,,0,0,,76,25000,274,110,,57,59857,661,111,,0,0,0,0,,0,0,0,0,
PYFA,,1846,-37985,,0,0,,57,29277,1400,478,,419,67262,3246,483,,0,0,0,0,,0,0,0,0,
ESSA,,2587,-39943,,0,0,,261,66687,4417,662,,561,106630,7004,657,,0,0,0,0,,0,0,0,0,
DEWA,,992,-43236,,0,0,,418,335812,7628,227,,580,379048,8620,227,,0,0,0,0,,0,0,0,0,
SSIA,,8330,-43686,,0,0,,208,44453,8424,1895,,1068,88139,16754,1901,,0,0,0,0,,0,0,0,0,
PNLF,,1146,-45617,,0,0,,22,4037,101,250,,79,49654,1247,251,,0,0,0,0,,0,0,0,0,
HOPE,,769,-46436,,13,-800,,105,16455,278,169,,435,62891,1047,166,,0,0,0,0,,5,800,13,167,
NANO,,325,-49890,,0,0,,35,25120,173,69,,241,75010,497,66,,0,0,0,0,,0,0,0,0,
BUKA,,773,-51667,,0,0,,57,73445,1121,153,,191,125112,1894,151,,0,0,0,0,,0,0,0,0,
NETV,,699,-54907,,0,0,,8,1500,19,127,,377,56407,719,127,,0,0,0,0,,0,0,0,0,
BWPT,,861,-57857,,0,0,,33,10643,157,147,,301,68500,1017,149,,0,0,0,0,,0,0,0,0,
ANDI,,214,-62935,,0,0,,2,75,0,33,,48,63010,214,34,,0,0,0,0,,0,0,0,0,
WIFI,,17964,-67146,,0,0,,120,12752,3391,2659,,1074,79898,21355,2673,,0,0,0,0,,0,0,0,0,
AEGS,,333,-68168,,0,0,,92,85040,402,47,,331,153208,735,48,,0,0,0,0,,0,0,0,0,
EMTK,,9521,-76882,,6,50,,138,18595,2275,1223,,841,95477,11796,1235,,1,50,6,1255,,0,0,0,0,
TOSK,,536,-76981,,0,0,,37,12099,82,68,,200,89080,618,69,,0,0,0,0,,0,0,0,0,
AYAM,,1365,-77483,,0,0,,6,365,6,176,,582,77848,1371,176,,0,0,0,0,,0,0,0,0,
BRPT,,20082,-87146,,0,0,,179,19177,4429,2309,,832,106323,24511,2305,,0,0,0,0,,0,0,0,0,
PBRX,,368,-87418,,0,0,,48,173185,779,45,,530,260603,1147,44,,0,0,0,0,,0,0,0,0,
BKSL,,1221,-87434,,0,0,,71,39062,552,141,,169,126496,1773,140,,0,0,0,0,,0,0,0,0,
OKAS,,3011,-90685,,0,0,,213,40077,1436,358,,665,130762,4447,340,,0,0,0,0,,0,0,0,0,
HADE,,449,-100901,,0,0,,6,8889,40,45,,124,109790,489,45,,0,0,0,0,,0,0,0,0,
VKTR,,1791,-137400,,0,0,,631,118860,1519,128,,701,256260,3310,129,,0,0,0,0,,0,0,0,0,
SGER,,4809,-139715,,0,0,,2894,666740,23167,347,,1301,806455,27977,347,,0,0,0,0,,0,0,0,0,
WIRG,,2577,-156046,,0,0,,181,121627,2049,169,,431,277673,4627,167,,0,0,0,0,,0,0,0,0,
TARA,,652,-159141,,0,0,,13,4737,19,41,,514,163878,672,41,,0,0,0,0,,0,0,0,0,
LPKR,,2285,-220511,,0,0,,54,52930,546,103,,421,273441,2831,104,,0,0,0,0,,0,0,0,0,
GZCO,,5182,-252693,,0,0,,66,22975,480,209,,1173,275668,5662,205,,0,0,0,0,,0,0,0,0,
BRMS,,15974,-280761,,51,-900,,221,95849,5444,568,,1043,376610,21419,569,,0,0,0,0,,17,900,51,570,
KOTA,,1192,-328961,,0,0,,15,9697,36,37,,665,338658,1228,36,,0,0,0,0,,0,0,0,0,
CPRO,,2167,-353478,,0,0,,306,506474,3153,62,,707,859952,5320,62,,0,0,0,0,,0,0,0,0,
BAPI,,1300,-384124,,0,0,,57,64564,236,36,,769,448688,1535,34,,0,0,0,0,,0,0,0,0,
SURI,,6600,-507473,,0,0,,1687,721316,10096,140,,3773,1228789,16696,136,,0,0,0,0,,0,0,0,0,
REAL,,7243,-787393,,0,0,,7004,5119254,50707,99,,10900,5906647,57950,98,,0,0,0,0,,0,0,0,0,
GOTO,,11005,-2001783,,0,0,,113,1844844,10305,56,,1848,3846627,21310,55,,0,0,0,0,,0,0,0,0,

