Code,Last,Change,Prev,Open,High,Low,Freq,Vol,Val(K),Cap(M)
MUTU,97,-2.0202020202020203%,99,99,101,97,748,83611,828209,304866
KKGI,332,-0.5988023952095809%,334,336,336,328,860,31238,1035215,1660000
BMHS,185,-1.06951871657754%,187,186,187,183,420,40996,759265,1591632
MICE,498,-0.4%,500,500,500,490,25,203,10095,298800
BBNIBQCU5A,11,-15.384615384615385%,13,11,12,11,14,950,1059,440
PNLF,256,-0.7751937984496124%,258,260,260,254,2861,792115,20266648,8197651
XIIT,511,-0.3898635477582846%,513,510,511,510,2,12,613,2080077
GTRA,139,-1.4184397163120568%,141,141,141,135,82,8521,118315,263318
DOSS,140,-1.4084507042253522%,142,143,149,140,226,15168,217155,241500
GTSI,92,-2.127659574468085%,94,97,97,90,3383,663591,6187067,1455361
TNCA,174,-1.1363636363636365%,176,176,182,172,246,9054,159714,73365
CMNP-W,458,-0.43478260869565216%,460,400,458,400,3,3,126,301794
HAJJ-W,17,-10.526315789473683%,19,19,19,17,170,81270,142300,6322
VTNY,104,-1.8867924528301887%,106,107,108,99,1913,157662,1644087,651580
PANIBQCZ5A,78,-2.5%,80,78,78,78,1,1000,7800,3900
KLAS,134,-1.4705882352941175%,136,137,137,133,166,23074,309279,488352
MERI,244,-0.8130081300813009%,246,244,248,242,727,31359,765768,252572
BRISYUCV5A,64,-3.0303030303030303%,66,64,64,64,1,1,6,16000
PGEOHDCH6A,59,-3.278688524590164%,61,59,59,59,1,500,2950,10620
GLVA,326,-0.6097560975609756%,328,328,334,324,37,216,7059,489000
BNII,210,-0.9433962264150944%,212,212,216,210,165,9966,212241,15825061
WOOD,370,-0.5376344086021506%,372,378,380,362,514,49864,1835621,2381875
MAXI,58,-3.3333333333333335%,60,61,62,58,3375,1123075,6729106,557386
EXCLZPCF6A,77,-2.5316455696202533%,79,77,77,77,1,1195,9202,15400
ESTA,69,-2.8169014084507045%,71,71,72,66,893,65484,451018,167349
SCNP,180,-1.639344262295082%,183,186,186,175,17,251,4454,450000
BOAT,121,-2.4193548387096775%,124,126,126,120,706,68249,834826,423703
YELO,61,-4.6875%,64,64,64,61,358,50254,312289,116679
BSML,105,-2.7777777777777777%,108,109,111,104,671,239061,2574537,194274
BSDEDRCJ6A,54,-5.263157894736842%,57,54,54,54,1,999,5395,27000
MDKADRPX5A,26,-10.344827586206897%,29,25,26,25,4,166,431,3900
BRPTBQCX5B,61,-4.6875%,64,60,64,59,11,3869,23514,4880
AMRTDRCZ5A,30,-9.090909090909092%,33,32,32,30,15,203511,633862,9000
PTMP,96,-3.0303030303030303%,99,99,100,96,822,115328,1121356,304243
UNSP,168,-1.7543859649122806%,171,172,172,168,43,6339,108423,420027
EMTKDRCK6A,69,-4.166666666666666%,72,71,71,69,4,1600,11190,27600
CARS,135,-2.1739130434782608%,138,138,147,135,4712,1914372,27106614,2025000
ACESBQCX5B,10,-23.076923076923077%,13,13,13,10,9,3629,3969,3200
SLIS-W,18,-14.285714285714285%,21,22,22,17,1109,869721,1635319,2919
DIGI,31,-8.823529411764707%,34,34,34,31,142,31097,97398,50375
FOLK,76,-3.79746835443038%,79,82,82,76,111,24698,190706,300059
ELIT,188,-1.5706806282722512%,191,192,192,187,1020,119523,2259672,381949
BGTG,110,-2.6548672566371683%,113,114,115,106,1103,299603,3301066,2610442
PGEODRCJ6A,44,-6.382978723404255%,47,42,44,42,2,20,86,13200
MPPA,69,-4.166666666666666%,72,74,75,68,1479,483912,3415673,894698
AMRTHDCJ6A,25,-10.714285714285714%,28,25,25,24,5,1621,4026,5000
INCOZPCX5A,150,-1.9607843137254901%,153,153,153,150,2,501,7665,30000
HALO,85,-3.4090909090909087%,88,88,88,84,1353,46836,400620,480252
BLTA,41,-6.8181818181818175%,44,41,41,40,546,288081,1175776,1063548
ANDI,31,-8.823529411764707%,34,33,33,31,436,148287,461571,289850
INTPZPCG6A,72,-4%,75,72,72,72,1,200,1440,14400
UNTRBQCV5A,95,-3.061224489795918%,98,96,97,95,3,1619,15542,7600
DKHH,109,-2.6785714285714284%,112,112,113,109,1388,152470,1678755,277950
GPRA,129,-2.272727272727273%,132,132,139,128,3005,1398060,18896013,551689
TRON,89,-3.260869565217391%,92,91,92,88,1142,105412,945280,262668
SKLT,193,-1.530612244897959%,196,196,199,193,39,1546,30426,1333129
CINT,159,-2.4539877300613497%,163,163,164,159,67,1211,19499,159000
AGRO,232,-1.694915254237288%,236,236,238,232,654,74310,1735766,5682398
LPIN,418,-0.9478672985781991%,422,420,422,414,106,1353,56521,177650
ECII,186,-2.1052631578947367%,190,192,192,183,120,4814,89279,248186
EPAC,36,-10%,40,40,42,36,324,111365,448195,118922
KIJA,202,-1.9417475728155338%,206,206,206,198,2668,2689132,53789644,4206627
PNLFZPCH6A,40,-9.090909090909092%,44,44,44,40,2,3064,13456,8000
KRAS,304,-1.2987012987012987%,308,312,312,300,1476,147288,4474812,5881305
SMBR,292,-1.3513513513513513%,296,304,310,292,2807,390187,11737635,2900300
SMDR,336,-1.1764705882352942%,340,342,344,334,1850,137937,4637166,5502202
ADHI,290,-1.3605442176870748%,294,296,300,290,3468,459946,13486022,2438207
BKSL,133,-2.9197080291970803%,137,138,139,132,3790,2164609,29169785,22305284
PURI,185,-2.1164021164021163%,189,192,192,185,59,2931,54986,185000
DEWA,222,-1.7699115044247788%,226,226,234,222,5999,2424745,55034829,9032610
HELI,250,-1.574803149606299%,254,254,254,250,89,5317,133544,208216
LSIPYUCZ5A,66,-5.714285714285714%,70,68,68,66,3,4,27,13200
LEAD,75,-5.063291139240507%,79,79,79,75,789,189630,1459105,434971
GSMF,113,-3.418803418803419%,117,118,119,113,950,107579,1233006,1608035
MLPL,136,-2.857142857142857%,140,141,142,135,4885,715611,9848143,2132796
PICO,142,-2.73972602739726%,146,147,147,139,178,10108,142039,80709
BBNIYUCV5A,56,-6.666666666666667%,60,57,57,56,2,2,11,5600
KBLM,388,-1.0204081632653061%,392,392,394,380,65,2642,102864,434560
PEHA,330,-1.1976047904191618%,334,334,334,324,20,123,4067,277200
LRNA,174,-2.247191011235955%,178,175,177,172,22,95,1656,60900
TIFA,408,-0.9708737864077669%,412,406,420,402,51,386,15678,1449303
PADA,45,-8.16326530612245%,49,50,50,45,260,204589,997794,141750
RCCC,181,-2.1621621621621623%,185,188,195,181,1334,5955,108947,142538
ANTMHDCH6B,160,-2.4390243902439024%,164,164,164,156,12,392,6291,25600
MBMAHDCH6A,66,-5.714285714285714%,70,68,70,66,5,1803,12180,16500
TRIM,376,-1.0526315789473684%,380,382,390,374,112,10479,399540,2673097
FMII,356,-1.1111111111111112%,360,362,372,356,56,383,13848,2278400
INDO,218,-1.8018018018018018%,222,222,222,210,363,67065,1438848,976802
INDS,222,-1.7699115044247788%,226,226,226,220,86,1408,31452,1456874
INDX,86,-4.444444444444445%,90,90,91,85,443,49715,434268,37661
JMAS,148,-2.631578947368421%,152,152,153,148,63,1841,27452,148000
DGIK,95,-4.040404040404041%,99,97,98,95,424,64736,622641,526411
TRST,496,-0.8%,500,490,496,480,17,338,16732,1392768
MENN,53,-7.017543859649122%,57,56,57,52,3187,1227397,6583243,76005
INKPBQCX5A,69,-5.47945205479452%,73,69,69,69,3,100,690,11040
INET-W,131,-2.9629629629629632%,135,135,138,127,815,122110,1616755,104490
ASRM,276,-1.4285714285714286%,280,276,280,276,22,497,13735,335929
INPC,169,-2.312138728323699%,173,175,175,165,1716,186050,3142568,3383579
SKRN,402,-0.9852216748768473%,406,402,406,398,265,13912,557678,3015000
URBN,139,-2.797202797202797%,143,149,149,138,88,4376,61820,449265
IFSH,780,-0.6369426751592357%,785,805,850,770,110,884,70358,1657500
GDYR,1185,-0.42016806722689076%,1190,1155,1190,1155,8,23,2728,485850
PORT,915,-0.5434782608695652%,920,910,990,910,41,1060,97127,2574757
WGSH,168,-2.8901734104046244%,173,173,176,166,73,10568,181352,175140
POWR,705,-0.7042253521126761%,710,710,715,695,721,27802,1958094,11341445
KMDS,635,-0.78125%,640,640,645,630,46,3526,223810,508000
CENT,120,-4%,125,125,127,120,1546,155877,1917563,3742016
BRMSYUCV5A,36,-12.195121951219512%,41,37,37,36,2,2,7,9000
JAWA,148,-3.2679738562091507%,153,153,156,140,310,22416,330210,2402477
INCODRCX5A,98,-4.854368932038835%,103,100,100,98,8,1918,18969,29400
RELI,650,-0.7633587786259541%,655,690,690,645,32,319,20807,1170000
PTPS,173,-2.8089887640449436%,178,178,180,171,1556,119426,2090439,374980
UNVR,1705,-0.29239766081871343%,1710,1705,1735,1700,3425,277023,47322781,65045750
XKIV,591,-0.8389261744966443%,596,591,591,591,1,400,23640,9515
HUMI,161,-3.0120481927710845%,166,168,173,160,12302,1908316,31195519,2905500
KEEN,835,-0.5952380952380952%,840,840,845,830,425,27971,2335391,3061371
DMND,570,-0.8695652173913043%,575,575,575,560,46,419,23857,5396965
KAEF,505,-0.9803921568627451%,510,510,510,500,218,4447,223864,2811127
MCAS,835,-0.5952380952380952%,840,840,840,825,84,684,56910,724724
FORE,520,-0.9523809523809524%,525,525,535,510,1831,97086,5035891,4637547
MTEL,590,-0.8403361344537815%,595,600,600,585,459,23844,1407222,49300185
PYFA-W,100,-4.761904761904762%,105,110,111,100,385,87536,905163,17835
UNTRDRCG6A,145,-3.3333333333333335%,150,147,147,145,3,310,4555,14500
TPMA,585,-0.847457627118644%,590,585,590,580,851,40360,2360376,2051841
XCIS,92,-5.154639175257731%,97,98,98,87,17,69,643,96600
PDPP,500,-0.9900990099009901%,505,510,510,480,95,5759,285269,1530671
BHAT,895,-0.5555555555555556%,900,900,900,885,231,13860,1232301,4475000
SIPD,735,-0.6756756756756757%,740,735,735,735,2,3,221,1351740
TUGU,960,-0.5181347150259068%,965,965,965,955,463,24146,2319417,3413353
MHKI,145,-3.3333333333333335%,150,151,152,143,2262,292011,4321568,543750
DFAM,81,-5.813953488372093%,86,89,90,80,1467,144859,1232723,153888
MYOH,1680,-0.2967359050445104%,1685,1700,1700,1655,85,523,87539,3706605
SFAN,1910,-0.26109660574412535%,1915,1915,1915,1910,28,733,140369,2597474
ENAK,700,-0.7092198581560284%,705,700,700,685,94,8407,578100,1516667
MMLP,540,-0.9174311926605505%,545,545,545,540,254,31722,1716482,3720133
PANS,1390,-0.35842293906810035%,1395,1395,1400,1375,176,3486,484238,1000800
ULTJ,1275,-0.390625%,1280,1280,1285,1270,696,15941,2033890,13257673
BIRD,1790,-0.2785515320334262%,1795,1800,1800,1780,492,8760,1568363,4478759
KLBFZPCJ6A,24,-17.24137931034483%,29,25,25,24,2,2,5,4800
BANK,810,-0.6134969325153374%,815,815,820,805,1203,71393,5813421,11843774
MARK,635,-0.78125%,640,640,655,630,693,39304,2515327,2413000
JECC,1150,-0.4329004329004329%,1155,1160,1205,1130,284,1881,218328,869400
BAYU,1320,-0.37735849056603776%,1325,1340,1340,1300,55,960,125699,466251
ENRGBQCZ5A,29,-14.705882352941178%,34,31,31,26,60,315296,957346,5220
AKRA,1230,-0.4048582995951417%,1235,1240,1255,1215,5191,184581,22882281,24690374
AGII,830,-0.5988023952095809%,835,840,840,800,360,4837,400053,2545328
PBSA,875,-0.5681818181818182%,880,900,900,860,779,48795,4313776,2625000
ISSP,414,-1.4285714285714286%,420,420,420,412,206,20482,846983,2975001
LPLI,316,-1.8633540372670807%,322,322,334,314,117,8547,270936,369857
ANTMBQCX5A,95,-5.9405940594059405%,101,101,101,95,3,459,4573,7600
RAAM,284,-2.0689655172413794%,290,292,294,280,4976,162793,4665478,1935068
BBYB,320,-1.8404907975460123%,326,326,330,320,2180,298092,9660422,4229433
ELPI,378,-1.5625%,384,384,386,366,482,15580,583573,2801736
PUDP,224,-2.608695652173913%,230,230,232,224,24,294,6664,147643
PANIHDCZ5A,208,-2.803738317757009%,214,208,208,208,1,3,62,37440
BRMSDRCJ6A,50,-10.714285714285714%,56,55,55,50,24,13366,68819,15000
NCKLYUCZ5A,90,-6.25%,96,90,90,90,1,2,18,18000
AIMS,320,-1.8404907975460123%,326,326,326,296,23,417,12537,70400
WEGE,79,-7.0588235294117645%,85,90,96,78,28120,8465273,74433670,756188
AVIA,424,-1.3953488372093024%,430,430,430,424,546,32527,1387301,26268308
IDPR,240,-2.4390243902439024%,246,246,248,240,83,3820,92540,480720
RGAS,112,-5.084745762711865%,118,118,121,111,2333,509799,5971302,163434
PMUI,129,-4.444444444444445%,135,135,135,128,695,176457,2307001,748200
BUVA,356,-1.6574585635359116%,362,368,380,354,10010,1522657,55867118,7330208
CTRAYUCZ5A,60,-9.090909090909092%,66,59,61,59,3,19,113,12000
OKAS,272,-2.158273381294964%,278,286,288,272,531,37123,1030975,645578
ADROHDPH6A,125,-4.580152671755725%,131,132,132,123,3,121,1514,12500
FUTR,260,-2.2556390977443606%,266,268,300,250,21572,3613717,97906828,1725244
INET,220,-2.6548672566371683%,226,226,232,216,9732,1774348,39668950,1936521
MRAT,234,-2.5%,240,240,240,232,73,2304,54138,100152
TRUK,196,-2.9702970297029703%,202,204,212,193,231,20487,422645,85260
ASPI,422,-1.4018691588785046%,428,440,440,416,160,29301,1229344,287729
DGWG,418,-1.4150943396226416%,424,424,424,416,906,89331,3757184,2458824
WTON,105,-6.25%,112,112,113,102,3558,710963,7664928,915124
TOSK,65,-9.722222222222223%,72,75,76,64,12255,3574390,24881450,284393
EMTKYUCV5A,181,-3.723404255319149%,188,181,181,181,1,1,18,45250
ADCP,62,-10.144927536231885%,69,69,70,61,11002,2540523,16637221,1377778
GRPH,72,-8.860759493670885%,79,79,79,70,3517,500247,3684300,72000
DIVA,126,-5.263157894736842%,133,138,138,124,967,95246,1241340,180000
ANTMDRCG6A,63,-10%,70,64,66,63,17,29169,186864,18900
JKON,93,-7.000000000000001%,100,100,100,92,2202,329802,3173261,1516692
PNLFHDCZ5A,53,-11.666666666666666%,60,53,53,53,1,1,5,13250
SCMADRCK6A,105,-6.25%,112,110,110,105,6,223,2375,21000
MINA,177,-3.804347826086957%,184,186,187,174,7914,2260227,40608843,1742344
MIRA,67,-9.45945945945946%,74,69,69,67,757,282900,1930515,265417
PANIHDCJ6A,143,-5.298013245033113%,151,151,152,143,14,6586,95393,14300
CAKK,142,-5.333333333333334%,150,156,156,141,245,9834,144318,170869
XPDV,640,-1.2345679012345678%,648,555,640,555,9,58,3301,1152
AMIN,218,-3.5398230088495577%,226,226,232,214,169,5866,129188,235440
WINS,402,-1.951219512195122%,410,408,408,402,277,21041,853637,1793317
HATM,250,-3.10077519379845%,258,258,258,250,1483,237539,6045167,2170000
PANIZPCJ6A,87,-8.421052631578947%,95,99,99,86,23,30317,265388,17400
MEDS,67,-10.666666666666668%,75,85,93,66,17635,4677359,38084709,104688
MEJA-W,21,-27.586206896551722%,29,30,31,20,2776,1111811,2820912,10080
TRUS,472,-1.6666666666666667%,480,486,486,472,9,117,5525,377600
FITT,368,-2.127659574468085%,376,380,460,366,2431,82525,3388632,479972
ANTMDRPU5B,2,-81.81818181818183%,11,3,3,2,21,159281,36900,500
PGEOZPCJ6A,52,-14.754098360655737%,61,53,53,52,3,101,535,10400
IDEA,84,-9.67741935483871%,93,91,92,84,637,53544,462648,89245
MEJA,90,-9.090909090909092%,99,108,108,90,7036,1573668,14879428,172575
ASLC,101,-8.181818181818182%,110,111,113,97,8067,3052997,31917366,1287382
NCKLZPCJ6A,62,-12.676056338028168%,71,63,63,62,4,3890,24217,12400
TBLA,750,-1.3157894736842104%,760,765,770,750,357,16068,1212973,4519030
EXCL,2740,-0.36363636363636365%,2750,2750,2750,2700,2354,92860,25300263,49867623
MBAP,1620,-0.6134969325153374%,1630,1630,1640,1620,93,668,108712,1988181
DLTA,1965,-0.5063291139240507%,1975,1975,1980,1950,137,1989,389634,1573295
RMKE,940,-1.0526315789473684%,950,955,960,925,533,39247,3687308,4112500
CITA,4120,-0.24213075060532688%,4130,4140,4190,4120,166,1269,525548,16316688
PTBA,2410,-0.4132231404958678%,2420,2420,2430,2390,5027,123868,29850209,27764789
MBMA,428,-2.28310502283105%,438,440,446,428,12007,2492779,108812015,46222040
BOGA,570,-1.7241379310344827%,580,580,580,570,150,4806,278158,2168010
BBSI,4000,-0.24937655860349126%,4010,4020,4020,3880,12,119,47591,14551904
BBSS,262,-3.6764705882352944%,272,276,276,262,30,775,20822,1257604
MSTI,1550,-0.641025641025641%,1560,1575,1575,1540,479,11304,1751993,4866095
RISE,1000,-0.9900990099009901%,1010,1010,1010,990,252,6417,644916,10945000
CASH,91,-9.900990099009901%,101,101,101,91,709,56568,520373,130232
KMTR,308,-3.1446540880503147%,318,324,328,304,382,12049,377131,2530333
PTRO,3690,-0.2702702702702703%,3700,3700,3760,3680,5642,220530,81748742,37217525
INKPDRCF6A,204,-4.672897196261682%,214,204,204,204,1,1,20,20400
VERN,132,-7.042253521126761%,142,142,142,132,2295,146106,1988738,629055
DAAZ,3140,-0.31746031746031744%,3150,3160,3210,3120,202,857,269886,6270580
EDGE,4250,-0.2347417840375587%,4260,4270,4270,4210,45,154,65212,8586063
BTPN,2120,-0.4694835680751174%,2130,2090,2120,2090,26,52,10930,22336752
NOBU,555,-1.7699115044247788%,565,560,565,550,805,55768,3106089,4109031
LION,352,-2.7624309392265194%,362,360,360,352,33,317,11208,183096
AREA,515,-1.9047619047619049%,525,525,525,505,1795,12317,631687,1307895
MDLA,230,-4.166666666666666%,240,240,244,226,1291,145339,3365102,3222950
IMPC,1430,-0.6944444444444444%,1440,1430,1575,1315,5517,836347,118447236,77603955
DOID,360,-2.7027027027027026%,370,374,374,358,3253,418483,15279247,2754363
MIDI,440,-2.2222222222222223%,450,450,454,436,864,48536,2150071,14711530
MAPAHDCZ5A,35,-22.22222222222222%,45,35,35,35,1,1,4,10500
MEGA,3220,-0.30959752321981426%,3230,3200,3330,3200,43,173,55635,37427718
GPSO,270,-3.571428571428571%,280,282,300,270,716,78951,2216786,180020
ASSA,840,-1.1764705882352942%,850,860,860,835,1243,41947,3523844,3100556
YUPI,1615,-0.6153846153846154%,1625,1625,1630,1600,80,233,37604,13799349
STAA,1025,-0.966183574879227%,1035,1040,1040,1010,823,109076,11157417,11175957
MAPI,1170,-0.847457627118644%,1180,1185,1195,1165,2115,69443,8170798,19422000
MASB,3340,-0.2985074626865672%,3350,3260,3340,3250,3,8,2628,4635042
GULA,326,-2.976190476190476%,336,338,342,326,322,13247,441816,348938
NICL,1065,-0.9302325581395349%,1075,1075,1075,1050,1311,174785,18588434,11326962
SCMA,322,-3.0120481927710845%,332,336,336,320,8108,1516764,49357985,23818523
BBNIHDPU5A,105,-9.482758620689655%,116,105,105,105,1,20,210,10500
BBNIHDCU5A,66,-15.384615384615385%,78,66,66,66,1,8,53,6600
ACST,144,-7.6923076923076925%,156,157,158,143,2180,283470,4220678,2545223
BRISBQCZ5A,60,-16.666666666666664%,72,60,60,60,1,300,1800,4800
CGAS,153,-7.2727272727272725%,165,170,172,152,6851,903527,14407661,271039
GOLF,210,-5.405405405405405%,222,222,222,206,506,72610,1543244,4092220
IMJS,238,-4.8%,250,250,250,238,899,88725,2146812,2059729
BMSR,252,-4.545454545454546%,264,266,268,250,24,231,6090,292118
ANTMBQCU5A,356,-3.260869565217391%,368,356,356,356,2,1710,60876,28480
ENRGDRCJ6A,80,-13.043478260869565%,92,84,86,78,15,19587,161626,40000
VKTR,111,-10.483870967741936%,124,123,124,111,2538,484529,5619460,4856250
SCMABQCZ5A,141,-8.441558441558442%,154,141,141,141,1,1,14,23970
INDYHDCJ6A,116,-10.76923076923077%,130,130,150,112,128,79110,1060930,17400
ANTMDRCX5A,362,-3.723404255319149%,376,364,364,354,7,642,23151,108600
CSMI,398,-3.3980582524271843%,412,412,412,398,177,4999,201049,324792
VOKS,254,-5.223880597014925%,268,268,270,254,204,3957,102951,1055523
MAPIZPCJ6A,50,-21.875%,64,50,50,49,3,11,54,10000
BABY,304,-4.40251572327044%,318,324,324,300,361,87638,2676723,795333
BMRIHDPU5A,140,-9.090909090909092%,154,140,140,140,1,155,2170,14000
NICE,432,-3.1390134529147984%,446,452,454,430,987,43097,1882147,2627433
TBMS,1030,-1.4354066985645932%,1045,1050,1055,1025,33,571,59691,756720
RMKO,143,-9.49367088607595%,158,159,159,143,1634,103327,1520213,178750
SLIS,90,-14.285714285714285%,105,101,104,90,23865,4706198,45165342,221700
BOLT,1060,-1.3953488372093024%,1075,1060,1060,1055,11,108,11443,2484375
KEJU,600,-2.4390243902439024%,615,620,620,600,440,9663,583407,3375000
IATA-W,15,-50%,30,15,15,15,1,2,3,41467
TAPG,1415,-1.048951048951049%,1430,1450,1455,1405,3146,160878,22933473,28091344
CDIA,1430,-1.0380622837370241%,1445,1450,1455,1425,11946,357077,51424634,178506006
BRNA,725,-2.027027027027027%,740,725,730,725,18,203,14745,709855
NICK,1375,-1.079136690647482%,1390,1390,1405,1375,17,124,17375,895331
PPRE,107,-13.008130081300814%,123,120,124,106,8739,1719772,19595599,1093997
SAME,334,-4.571428571428571%,350,352,352,334,430,23630,804791,5727142
BBCAZPCH6A,84,-16%,100,84,84,84,1,1,8,16800
PIPA,156,-10.857142857142858%,175,180,181,149,9032,1437280,23053648,534471
INDYZPCG6A,60,-25%,80,76,76,60,17,8079,58725,12000
LPCK,625,-3.10077519379845%,645,645,660,625,288,17095,1083875,3209179
NRCA,855,-2.2857142857142856%,875,880,890,840,1675,110066,9453959,2134301
APIC,1140,-1.7241379310344827%,1160,1160,1165,1125,744,42472,4846512,13413597
UNIQ,362,-5.2356020942408374%,382,384,384,342,2743,387507,14108349,1136312
APLI,480,-4%,500,500,500,474,19,97,4645,654082
EPMT,2290,-0.8658008658008658%,2310,2310,2310,2280,100,1017,233885,6202786
SURE,3000,-0.6622516556291391%,3020,3020,3020,2970,37,105,31436,4492730
SMGR,2780,-0.7142857142857143%,2800,2820,2840,2770,2376,54622,15337710,18769281
JSPT,3990,-0.4987531172069825%,4010,4000,4050,3980,19,79,31659,9251757
MCOL,3780,-0.5263157894736842%,3800,3810,3890,3650,119,659,244809,13440017
MDIY,1060,-1.8518518518518516%,1080,1080,1085,1050,471,29751,3172226,26701816
ARTO,2170,-0.91324200913242%,2190,2210,2220,2150,2320,45677,9936862,29778407
MINE,570,-3.389830508474576%,590,590,590,555,1011,60796,3480237,2328128
POLI,765,-2.547770700636943%,785,775,775,765,5,11,852,1538053
ANTMHDCU5A,147,-12.5%,168,155,155,137,13,759,11122,17640
WOWS,123,-14.583333333333334%,144,145,146,123,9612,2582931,33111555,304514
KBLV,220,-9.090909090909092%,242,244,250,220,7380,879756,20100135,383277
BSDE,1120,-2.1834061135371177%,1145,1150,1155,1105,3658,228579,25630350,23711930
STTP,10375,-0.2403846153846154%,10400,10600,10600,10375,3,30,31215,13591250
TGKA,5775,-0.43103448275862066%,5800,5775,5775,5775,2,3,1733,5304296
TCPI,5700,-0.43668122270742354%,5725,5725,5800,5600,2087,89309,50265978,28500000
ADMF,8975,-0.2777777777777778%,9000,9000,9025,8900,86,250,224510,8975000
GOTOZPCH6A,25,-50%,50,25,26,25,4,446,1137,5000
MLBI,5875,-0.423728813559322%,5900,5900,5925,5825,188,1168,686025,12378625
DRMA,985,-2.4752475247524752%,1010,1015,1025,985,428,12760,1278735,4635294
HEXA,5525,-0.45045045045045046%,5550,5575,5575,5500,387,3083,1704580,4641000
JIHD,690,-3.4965034965034967%,715,720,730,685,402,12776,898825,1607038
FAPA,5925,-0.42016806722689076%,5950,5950,6000,5925,21,135,80270,21504265
TOBA,1230,-1.9920318725099602%,1255,1270,1280,1230,8120,511707,63867542,10156606
TKIMZPCG6A,123,-17.449664429530202%,149,126,126,123,5,6886,86364,24600
BRPTZPCF6A,200,-11.504424778761061%,226,200,200,200,1,1,20,40000
TALF,344,-7.027027027027027%,370,370,374,342,80,834,29448,465582
BRMS,494,-5%,520,515,520,492,28621,7248269,363082999,70041316
SSTM,292,-8.75%,320,336,400,280,3085,106532,4006769,341905
ADMRZPCH6A,54,-34.93975903614458%,83,58,58,54,7,1199,6552,10800
CEKA,2660,-1.1152416356877324%,2690,2700,2700,2660,31,68,18227,1582700
BBRI,4000,-0.7444168734491315%,4030,3980,4010,3960,15416,874027,348932409,600173646
AUTO,2370,-1.25%,2400,2400,2410,2360,978,24951,5941266,11422767
PNGO,2500,-1.185770750988142%,2530,2540,2540,2440,23,53,13377,1953125
INCO,3910,-0.7614213197969544%,3940,3950,3970,3840,6589,120345,46937674,41210558
LSIP,1340,-2.18978102189781%,1370,1370,1370,1340,1580,47692,6439446,9138752
SCCO,2290,-1.293103448275862%,2320,2300,2320,2250,65,384,87889,1883144
MFIN,1160,-2.928870292887029%,1195,1195,1195,1150,353,5206,605917,5800000
BBHI,1570,-2.1806853582554515%,1605,1645,1645,1560,662,28189,4503113,33775338
EMTK,1305,-2.6119402985074625%,1340,1345,1355,1295,8321,1011636,133358107,80116236
NCKL,1030,-3.286384976525822%,1065,1080,1085,1030,5318,461486,48276870,64991558
TINS,1030,-3.286384976525822%,1065,1075,1080,1030,4125,254954,26732116,7671186
CMNT,815,-4.117647058823529%,850,855,855,805,1036,266763,21756231,13957286
ENRGHDCZ5A,230,-13.533834586466165%,266,230,230,224,3,462,10619,73600
PTSN,472,-7.450980392156863%,510,515,525,464,1566,80936,3968838,2508370
BBNI,4370,-0.9070294784580499%,4410,4410,4410,4340,5139,173462,75947255,161359365
MBSS,1555,-2.507836990595611%,1595,1615,1675,1550,1183,32479,5192505,2721291
IMAS,1130,-3.418803418803419%,1170,1170,1170,1125,316,7371,843892,4513549
HRUM,1035,-3.7209302325581395%,1075,1075,1075,1035,13714,913522,96170967,13991234
TMPO,228,-14.925373134328357%,268,264,264,228,2093,203640,4764203,241300
ENRG,600,-6.25%,640,640,640,575,16471,2067489,124231480,15597738
SGRO,4350,-0.9111617312072893%,4390,4390,4440,4340,513,7172,3134536,7911006
UNVRBQCZ5A,82,-34.4%,125,81,82,81,2,1310,10677,2460
TLDN,720,-5.88235294117647%,765,765,765,705,1183,45252,3319651,9321502
TIRA,1590,-2.7522935779816518%,1635,1600,1610,1540,80,358,56197,934920
PSAB,565,-7.377049180327869%,610,625,640,565,22680,3048076,182795676,14949900
BALI,1430,-3.050847457627119%,1475,1490,1505,1380,157,982,141135,5626467
INRU,835,-5.113636363636364%,880,875,940,760,1425,14826,1300486,1159718
FUJI,402,-10.666666666666668%,450,460,540,392,3195,1163486,47039989,522600
ICBP,9250,-0.5376344086021506%,9300,9300,9300,9200,2558,27402,25362198,107872649
TPIA,8125,-0.6116207951070336%,8175,8150,8175,8075,1881,35075,28451250,702906304
ARCI,850,-5.555555555555555%,900,900,905,840,15445,1078942,93041904,21109750
ANTMZPCJ6A,99,-34%,150,150,150,98,4,157,2189,19800
IKBI,498,-9.454545454545455%,550,545,545,498,509,10809,554323,609552
COCO,615,-8.208955223880597%,670,675,675,580,2724,105905,6456690,547266
DSNG,1625,-3.273809523809524%,1680,1685,1685,1605,3258,432662,70743198,17224744
AMRT,2080,-2.803738317757009%,2140,2140,2140,2080,6014,252256,52903868,86370964
SSMS,1410,-4.081632653061225%,1470,1480,1480,1405,1535,124383,17991173,13430250
INDR,2550,-2.2988505747126435%,2610,2600,2660,2500,86,745,194116,1668597
XPLQ,470,-12.149532710280374%,535,650,650,455,25,158,7744,25192
CASS,2580,-2.6415094339622645%,2650,2650,2690,2570,204,1166,303606,5384331
PYFA,570,-10.9375%,640,650,650,550,11733,1308403,76473095,6404910
DKFT,710,-8.974358974358974%,780,780,785,700,10258,870912,64090727,4003155
UNIC,7975,-0.9316770186335404%,8050,7975,8075,7975,8,17,13590,3057068
CBDK,6275,-1.1811023622047243%,6350,6425,6450,6250,4067,57851,36458175,35572627
