Code,Last,Change,Prev,Open,High,Low,Freq,Vol,Val(K),Cap(M)
RAJA,4690,-1.47%,4760,4750,4860,4690,14827,348280,165970049,19825017
HRTA,1295,-5.13%,1365,1360,1365,1285,8177,326982,43085510,5963815
GEMS,8900,-0.84%,8975,9000,9025,8800,406,3186,2826388,52352942
ARCI,1190,-5.93%,1265,1260,1260,1185,24985,1603787,193784706,29553650
RANC,1045,-7.11%,1125,1110,1125,1020,365,4518,488462,1634889
LINK,2900,-2.68%,2980,2990,3120,2700,86,626,181828,8303267
BEEF,580,-12.78%,665,640,650,570,14022,927420,54511010,4709745
SSTM,775,-9.88%,860,775,775,775,50,453,35108,907455
JPFA,2330,-3.72%,2420,2420,2430,2300,10097,442159,104563318,27322920
INDY,1930,-4.46%,2020,2020,2050,1925,6955,233268,46344847,10055671
LIFE,8625,-1.15%,8725,8800,8800,8250,34,73,61948,18112500
DKFT,755,-12.21%,860,860,880,735,9176,1142519,91053187,4256876
UANG,5900,-2.07%,6025,6025,7100,5600,20416,183143,117623558,7139000
PJHB,735,-14.53%,860,900,900,735,43619,1675725,131661288,1411200
EMAS,3830,-3.53%,3970,3970,4000,3830,11263,215424,83508623,61970291
INCO,4100,-3.30%,4240,4240,4270,4090,12055,159558,66263308,43213117
PGUN,13400,-1.11%,13550,13575,13575,13000,230,582,776473,76887175
SMMA,12825,-1.16%,12975,12975,13000,12825,48,208,269365,81665300
MDKA,2260,-6.22%,2410,2390,2400,2240,17367,942821,215786032,55308943
PUDP,930,-14.68%,1090,1115,1120,930,805,6792,686113,612982
PURI,945,-14.86%,1110,1180,1385,945,12587,322027,35917942,945000
TIRA,1400,-10.83%,1570,1570,1570,1380,638,8313,1170147,823200
SOHO,1660,-9.78%,1840,1660,1660,1660,56,322,53452,21068193
ARTA,3130,-5.72%,3320,3320,3320,3000,56,126,39485,1398090
CPIN,4610,-4.16%,4810,4820,4860,4610,9431,183505,86746711,75594780
CLAY,2790,-8.82%,3060,3060,3070,2740,463,6846,1952620,7170300
UNIC,9025,-2.96%,9300,9325,9325,9000,55,96,87773,3459566
AMMN,6300,-4.55%,6600,6700,6700,6300,18146,334975,217194428,456864771
PANI,14400,-2.21%,14725,14725,15200,14350,15884,300191,443470815,243424822
BLUE,3110,-10.12%,3460,3460,3460,3030,1658,18109,5799589,1299980
RONY,3830,-9.88%,4250,3940,3940,3830,47,326,126288,4787500
UDNG,3920,-9.89%,4350,4370,4370,3920,1171,14216,5591385,6860157
MPRO,8500,-7.36%,9175,9400,9400,8000,318,1042,891770,84511250
SHIP,5875,-14.86%,6900,6575,6575,5875,1305,6492,3872378,15978766
SRAJ,14000,-11.95%,15900,18375,18400,13525,1912,10762,15327750,171345440
ANTMZPCJ6A,52,-3.70%,54,53,53,51,12,2372,12321,10400
GOLD,292,-0.68%,294,294,300,292,66,1174,34321,372965
GOLF,200,-0.99%,202,200,202,200,60,5436,108765,3897352
TMAS,128,-1.54%,130,130,130,128,264,15787,203533,7302592
SRSN,64,-3.03%,66,66,67,64,782,180715,1172562,385280
SAPX,312,-0.64%,314,314,314,304,291,7580,234657,260000
BBNIDRPZ5A,34,-5.56%,36,34,34,34,1,1050,3570,3400
HATM,280,-0.71%,282,282,282,276,2040,207120,5815099,2430400
BBRIZPCH6A,78,-2.50%,80,79,79,78,5,403,3168,15600
SRTGZPCK6A,29,-6.45%,31,29,29,29,3,1673,4852,20300
GTBO,208,-0.95%,210,210,212,206,66,852,17824,520000
MUTU,106,-1.85%,108,108,111,106,209,13843,149247,333153
ANTMHDCH6A,56,-3.45%,58,56,56,56,1,1099,6154,8400
OBMD,248,-0.80%,250,254,254,244,89,3256,80261,199886
ENRGDRCG6A,24,-7.69%,26,27,27,24,4,83,204,6000
CCSI,348,-0.57%,350,356,356,344,63,1118,38864,464000
PALM,386,-0.52%,388,386,394,386,148,5378,209119,6072890
OKAS,141,-1.40%,143,144,144,140,528,42029,594845,334656
GGRP,204,-0.97%,206,206,252,200,2354,190317,4123004,2470721
BBCAYUCK6A,206,-0.96%,208,208,208,202,4,14,288,20600
CHEK,182,-1.09%,184,183,184,180,278,33246,602627,748626
SOCI,210,-0.94%,212,212,214,210,327,32691,690832,1482390
ASBI,474,-0.42%,476,478,478,464,44,145,6841,165135
XIIF,460,-0.43%,462,460,460,460,1,26,1196,28014
BMTR,141,-1.40%,143,142,143,141,1132,538085,7639146,2338344
ABBA,58,-3.33%,60,57,58,57,159,18039,104254,228282
INDO,224,-0.88%,226,226,226,222,370,46008,1026031,1003686
MINE,486,-0.41%,488,488,490,482,444,35094,1705546,1985036
ASJT,127,-1.55%,129,129,131,125,74,2700,34081,177800
MDKABQCX5B,10,-16.67%,12,10,11,10,29,239303,239303,900
HOPE,118,-1.67%,120,120,121,112,531,48849,568623,251383
VTNY,91,-2.15%,93,93,93,91,1092,95934,882204,570133
XISI,351,-0.57%,353,351,351,351,1,1,35,55844
ASLC,89,-2.20%,91,91,92,89,2018,442469,3988157,1134426
BAIK,99,-1.98%,101,101,101,99,68,2628,26294,111375
SKLT,214,-0.93%,216,214,218,210,170,5934,126296,1478185
PSGO,220,-0.90%,222,224,226,220,167,6375,140816,4147000
BMRIDRCX5A,30,-6.25%,32,30,30,30,3,129,387,6000
STAR,69,-2.82%,71,69,69,69,30,542,3740,331200
PBID,488,-0.41%,490,490,494,488,202,5039,246347,3660000
GUNA,276,-0.72%,278,278,280,274,98,2330,64350,690000
MBMADRCX5A,83,-2.35%,85,83,83,83,3,27,224,33200
OBAT-W,90,-2.17%,92,91,94,87,186,15443,139109,6948
GDST,115,-1.71%,117,118,118,115,165,16731,193570,1062888
POLY,26,-7.14%,28,26,26,26,55,7171,18645,64890
CMPP,93,-2.11%,95,95,95,93,36,494,4628,993717
BRPTHDPG6A,65,-4.41%,68,68,68,62,17,1723,11060,7800
ANTMBQCX5A,10,-23.08%,13,11,11,10,20,3942,4192,800
JAWA,172,-1.71%,175,177,178,170,1759,98179,1694499,2792068
MAPAZPCH6A,45,-6.25%,48,45,45,45,1,1111,5000,9000
PGEOBQCF6A,24,-11.11%,27,25,25,24,6,2685,6544,4080
BRMSDRCG6A,44,-6.38%,47,47,47,41,113,45900,197581,11000
DIGI,35,-7.89%,38,38,38,35,87,15528,55289,56875
SMKL,160,-1.84%,163,163,170,160,82,3625,59306,546894
BCIP,110,-2.65%,113,113,113,106,742,412596,4504068,157291
AMMNHDCH6A,58,-4.92%,61,58,58,58,1,28,162,17400
SMRADRCG6A,30,-9.09%,33,30,30,30,1,17,51,6000
TKIMDRCN6A,78,-3.70%,81,78,78,78,1,100,780,7800
BIMA,75,-3.85%,78,78,78,73,11,767,5604,45613
TAMA,28,-9.68%,31,31,31,28,225,44288,124040,33600
TAMU,32,-8.57%,35,32,32,32,408,115420,369344,1200000
TAPGDRCJ6A,121,-2.42%,124,121,121,121,1,52,629,60500
INOV,147,-2%,150,150,154,142,1800,133392,1975030,265809
BRRC,130,-2.26%,133,134,135,122,2528,262636,3427580,126298
OPMS,106,-2.75%,109,108,126,103,10542,1528287,17754714,106000
ATAP,77,-3.75%,80,80,80,77,36,6380,49169,96250
ARTOBQCN6A,48,-7.69%,52,49,49,48,2,1300,6305,4800
TLKMDRCJ6A,89,-4.30%,93,89,89,89,1,136,1210,26700
SCNP,160,-2.44%,164,164,165,158,329,10371,166183,400000
CINT,176,-2.22%,180,180,188,175,525,13171,235630,176000
CRAB,292,-1.35%,296,296,296,290,352,40620,1186195,569400
TAPGZPCH6A,144,-2.70%,148,144,144,144,1,3,43,28800
APLI,456,-0.87%,460,450,462,440,83,1718,76973,621378
MKAP,346,-1.14%,350,348,348,344,41,1171,40607,1124500
UNSP,168,-2.33%,172,172,172,168,20,407,6857,420027
LPPS,116,-3.33%,120,118,118,112,1871,105115,1213324,300237
PGEOZPCJ6A,30,-11.76%,34,30,30,30,2,167,501,6000
CNMA,116,-3.33%,120,115,117,115,2366,420597,4876782,9668020
IPAC,242,-1.63%,246,250,250,228,484,12996,312834,229868
BBRIBQCN6A,57,-6.56%,61,63,63,57,8,814,4783,5130
PPRI,326,-1.21%,330,330,338,322,991,53612,1769979,350459
SMDR,310,-1.27%,314,314,316,310,1773,145441,4530294,5076436
SMGA,116,-3.33%,120,120,120,115,3585,665021,7793622,1015000
INDYHDCJ6A,169,-2.31%,173,169,171,169,4,19,323,25350
MAPABQCZ5A,25,-13.79%,29,27,27,25,2,7,19,4500
CSMI,246,-1.60%,250,250,252,234,5615,146970,3568201,200751
RSCH,376,-1.05%,380,380,382,376,400,13533,513595,996400
CPINZPCJ6A,36,-10%,40,39,39,36,7,917,3357,7200
MTWI,350,-1.13%,354,356,356,350,13,230,8057,1023570
ANTMBQCJ6A,50,-7.41%,54,52,52,50,3,910,4685,4000
DEWI,117,-3.31%,121,121,121,116,2708,269815,3168962,234000
HELI,242,-1.63%,246,246,246,242,60,1963,47742,201553
OASA,212,-1.85%,216,218,220,208,4143,910659,19459830,1345611
AKRABQCX5B,13,-23.53%,17,15,15,13,7,2976,3878,1430
BLOG,490,-0.81%,494,496,498,490,801,20994,1031144,1655949
HAIS,208,-1.89%,212,212,214,206,505,33356,697855,546260
AIMS,400,-0.99%,404,406,416,378,902,20714,833308,88000
WINE,198,-1.98%,202,200,200,196,438,29511,585691,536580
KBLI,342,-1.16%,346,346,346,338,155,4472,152462,1370474
SMRAZPCH6A,36,-10%,40,37,37,36,2,2016,7393,7200
KOPI,326,-1.21%,330,332,332,318,407,10253,331719,227309
MIDI,406,-0.98%,410,410,412,404,1802,104910,4263412,13574730
PNLF,236,-1.67%,240,240,240,236,992,301612,7148479,7557209
DOSS,156,-2.50%,160,160,160,153,709,42155,657518,269100
MAPIDRCX5A,20,-16.67%,24,23,23,18,60,47009,96664,6000
PTBAYUCZ5A,72,-5.26%,76,72,72,72,2,2,14,14400
MERI,212,-1.85%,216,216,216,212,272,22521,481169,219448
ELSAHDCK6A,35,-10.26%,39,35,35,35,2,4157,14550,8750
IBFN,48,-7.69%,52,48,48,48,49,3409,16363,72832
BRMSZPCG6A,270,-1.46%,274,272,272,270,2,124,3372,54000
WOWS,75,-5.06%,79,79,80,73,4389,1201175,8979206,185679
MAYA,234,-1.68%,238,238,242,234,321,29673,702833,6062046
TBLA,740,-0.67%,745,745,750,740,875,29803,2221392,4458776
PGEO,1270,-0.39%,1275,1275,1275,1260,4207,224506,28409743,53106020
ARTOBQCJ6A,36,-12.20%,41,36,36,36,2,2000,7200,4680
AMRTBQCJ6A,38,-11.63%,43,39,39,38,6,4411,16862,6460
RIGS,780,-0.64%,785,785,785,780,14,232,18099,475121
NISP,1385,-0.36%,1390,1390,1390,1380,447,26842,3710369,31461350
VICI,625,-0.79%,630,630,635,615,51,2702,169850,4192500
PGEOYUCK6A,68,-6.85%,73,68,68,68,1,1,7,13600
KEJU,735,-0.68%,740,745,750,730,261,6013,442937,4134375
MTDL,595,-0.83%,600,600,605,595,331,76628,4591830,7304746
BFINHDCM6A,33,-13.16%,38,33,33,33,2,247,815,8580
TPMA,580,-0.85%,585,585,590,580,435,27108,1577901,2034304
MGRO,760,-0.65%,765,765,770,750,427,58830,4456088,2701379
PDES,610,-0.81%,615,635,635,605,70,384,23408,436150
CSRA,825,-0.60%,830,835,835,815,259,6517,538928,1691250
MPMX,965,-0.52%,970,970,970,965,712,29071,2809874,4233420
AREA,535,-0.93%,540,540,540,525,1526,12826,682841,1358687
MYOH,1550,-0.32%,1555,1565,1565,1550,34,510,79135,3419784
SMGRBQCX5B,31,-13.89%,36,36,36,30,8,502,1532,2480
KOIN,68,-6.85%,73,73,73,68,30,787,5374,66697
SFAN,1920,-0.26%,1925,1925,1925,1915,59,783,150275,2611073
RCCC,197,-2.48%,202,202,202,195,28,28168,562734,155138
ARTOBQCX5B,54,-8.47%,59,54,54,54,2,25,135,4320
ENAK,690,-0.72%,695,690,700,680,86,5557,384532,1495000
ASDM,595,-0.83%,600,600,620,595,49,316,19210,228480
BISI,895,-0.56%,900,900,910,890,197,3345,301131,2685000
XISR,465,-1.06%,470,465,465,465,1,100,4650,994031
PSAT,1345,-0.37%,1350,1350,1350,1335,318,3273,438096,1993765
INKPBQCX5A,25,-16.67%,30,23,25,22,8,665,1613,4000
TLKMYUCK6A,126,-3.82%,131,126,126,126,1,1,13,25200
BRMS,955,-0.52%,960,965,980,940,65494,5161131,493057908,135403759
BNGA,1745,-0.29%,1750,1745,1760,1740,1323,68955,12050258,43434418
GHON,1710,-0.29%,1715,1715,1715,1700,14,17,2906,940500
CMNT,765,-0.65%,770,775,775,760,1270,205120,15628940,13101011
CMNP,1390,-0.36%,1395,1415,1420,1360,286,8788,1219440,9276550
NIKL,362,-1.63%,368,372,380,362,1269,57155,2109917,913453
LPIN,454,-1.30%,460,460,460,454,95,1818,83080,192950
BSML,202,-2.88%,208,208,210,197,1346,267940,5413407,373745
BRPTBQCX5B,296,-1.99%,302,250,296,240,19,1568,39139,23680
KICI,264,-2.22%,270,270,270,250,836,13756,357325,72864
PTPS,200,-2.91%,206,206,206,200,1669,106774,2165943,433503
INKPDRCF6A,148,-3.90%,154,148,148,148,1,1,15,14800
BBNIBQCN6A,74,-7.50%,80,75,75,74,2,576,4291,5180
SMKM,159,-3.64%,165,175,181,155,3764,398894,6486312,199227
BPFI,314,-1.88%,320,320,324,306,110,2028,63631,839635
BTON,384,-1.54%,390,390,390,384,25,53,2051,276480
DIVA,193,-3.02%,199,204,204,190,344,17997,351540,275714
CPINDRCG6A,57,-9.52%,63,60,60,57,4,736,4319,5700
AMIN,256,-2.29%,262,258,262,254,54,468,11977,276480
KRYA,186,-3.13%,192,194,196,185,2938,278034,5239643,309493
EURO,318,-1.85%,324,324,332,310,274,2490,79706,810527
MHKI,250,-2.34%,256,256,256,246,2302,146347,3656909,937500
BULL,208,-2.80%,214,216,216,204,4205,1805306,37560809,3222843
MMIX,242,-2.42%,248,248,248,238,553,41321,1004674,580851
MAPIZPCJ6A,67,-8.22%,73,67,67,67,1,2096,14043,13400
TLKMBQCJ6A,67,-8.22%,73,67,67,67,1,1,7,8040
IRSX,202,-2.88%,208,206,206,200,345,87412,1767449,1251400
TFAS,238,-2.46%,244,244,246,236,232,14451,349692,396667
KLBFHDCK6A,71,-7.79%,77,72,72,71,5,43,309,10650
MAPIBQCK6A,44,-12%,50,44,44,44,4,33578,147743,5720
ESTA,222,-2.63%,228,228,236,220,1530,111645,2533512,538429
MBTO,186,-3.63%,193,194,196,186,951,43641,827231,199020
CASH,116,-5.69%,123,135,135,111,1230,66488,796496,166011
BBCABQCN6A,56,-11.11%,63,64,64,55,16,698,4088,5040
ASLI,173,-3.89%,180,181,182,173,1113,126578,2222341,1081250
BATA,65,-9.72%,72,65,66,65,108,11424,74389,84500
AADIHDCK6A,108,-6.90%,116,115,117,108,21,3696,41065,16200
BRPTBQCK6A,86,-8.51%,94,94,94,85,5,288,2549,5160
LUCK,110,-6.78%,118,111,114,110,1125,151069,1687095,78732
RALS,440,-1.79%,448,448,448,440,1102,82561,3652902,3122240
XPDV,640,-1.23%,648,648,648,640,4,20,1295,1152
UNVRZPCH6A,108,-6.90%,116,124,124,108,3,36,392,21600
AVIA,460,-1.71%,468,468,474,458,4407,292954,13563584,28498636
XDIF,478,-1.65%,486,580,580,478,20,451,21939,104969
OBAT,434,-1.81%,442,442,442,424,440,13341,576728,263784
VOKS,268,-2.90%,276,280,280,256,113,1634,43863,1113701
FMII,356,-2.20%,364,362,362,352,17,156,5528,2278400
JPFAZPCG6A,185,-4.15%,193,185,185,185,1,1000,18500,37000
GGRMZPCG6A,208,-3.70%,216,216,224,208,363,16122,343612,41600
TRUS,430,-1.83%,438,422,440,422,37,161,6887,344000
ASRM,346,-2.26%,354,354,362,344,118,3480,120446,421129
SOTS,318,-2.45%,326,326,326,316,31,351,11176,318001
UVCR,121,-6.20%,129,129,130,116,7767,573110,7002568,242018
PGEOBQCJ6A,35,-20.45%,44,35,35,35,1,50,175,4200
BRISBQCZ5A,18,-33.33%,27,19,19,18,2,2,4,1440
ANTMBQCN6A,74,-10.84%,83,75,75,74,3,714,5319,5180
FAST,595,-1.65%,605,605,615,585,4158,178759,10725364,2691548
LPCK,595,-1.65%,605,600,600,590,91,2715,161646,3055138
PTBA,2390,-0.42%,2400,2390,2390,2370,4803,91848,21851105,27534376
BBMD,2050,-0.49%,2060,2060,2060,2050,2,3,616,8300838
BOLT,1110,-0.89%,1120,1120,1120,1110,10,96,10720,2601563
DUTI,4290,-0.23%,4300,4300,4300,4290,2,2,859,7936500
UNVRZPCM6A,114,-8.06%,124,118,118,114,5,600,6860,57000
PTPW,950,-1.04%,960,960,960,940,60,636,60556,834278
IPCC,1190,-0.83%,1200,1200,1210,1190,535,8231,987247,2163878
SURE,2670,-0.37%,2680,2680,2690,2650,15,25,6658,3998530
SMGR,2880,-0.35%,2890,2900,2900,2840,2741,73511,21105453,19444435
SIDO,565,-1.74%,575,575,575,560,5841,281068,15913522,16950000
DAAZ,2400,-0.41%,2410,2410,2410,2370,545,5153,1226767,4792800
BPII,540,-1.82%,550,550,550,540,49,1632,88533,5567386
TLKM,3470,-0.29%,3480,3460,3490,3420,12274,589179,203642458,343745892
BUAH,695,-1.42%,705,700,700,685,237,7765,539327,1390000
WINS,434,-2.25%,444,444,454,424,873,45129,1982079,1936069
NTBK,170,-5.56%,180,185,206,161,39191,5346295,98976078,459011
MDKA,2420,-0.41%,2430,2430,2450,2400,4344,225854,54874462,59224621
PNBN,1015,-0.98%,1025,1020,1025,1010,558,62446,6354039,24195211
PNIN,790,-1.25%,800,800,800,785,133,11915,942163,3213976
BMSR,308,-3.14%,318,310,310,300,73,1805,55393,357034
TRIS,206,-4.63%,216,226,226,202,1403,58354,1236667,647137
MEDC,1320,-0.75%,1330,1320,1330,1310,4078,258691,34066602,33179825
CLPI,1440,-0.69%,1450,1450,1455,1435,72,324,46893,441127
INDR,2930,-0.34%,2940,2930,3080,2700,357,2399,678619,1917251
ENRG,870,-1.14%,880,880,895,865,7138,598056,52292773,22921220
PSAB,560,-1.75%,570,570,575,560,3634,555853,31398931,14817600
ASSA,1060,-0.93%,1070,1080,1090,1050,860,33302,3537585,3912606
BANK,845,-1.17%,855,855,855,830,933,40877,3435807,12355543
MAPA,770,-1.28%,780,785,785,755,3383,247423,19008170,21948080
DFAM,80,-12.09%,91,91,93,79,5843,613852,5159312,151988
UNVRBQCG6A,55,-16.67%,66,58,58,55,8,1012,5818,8250
FOLK,296,-3.90%,308,312,320,290,856,40757,1231965,1168650
KBLM,358,-3.24%,370,372,372,358,56,1814,65444,400960
TRUE,113,-9.60%,125,115,115,113,1653,506634,5786892,855535
UNVRBQCK6A,60,-17.81%,73,61,61,60,2,900,5445,8400
INCOBQCN6A,107,-10.83%,120,108,108,107,2,596,6407,6420
BOBA,206,-6.36%,220,220,220,199,392,12260,252673,238085
LPLI,486,-2.80%,500,525,525,482,458,6838,333995,568830
ANTMDRCX5A,268,-4.96%,282,268,268,268,1,19,509,80400
AWAN,236,-5.60%,250,250,250,232,732,209591,4914380,810660
TRIN,400,-3.38%,414,416,422,352,953,80955,3298703,1820583
ANTMZPCX5A,138,-9.21%,152,138,138,138,2,11,152,27600
MSIN,510,-2.86%,525,525,530,505,4407,295921,15080879,30944851
MBSS,1365,-1.09%,1380,1370,1390,1355,898,11204,1534536,2388786
XCLQ,93,-13.89%,108,107,110,92,46,866,8027,11625
HMSP,855,-1.72%,870,870,875,850,7207,681327,58468081,99451956
MDIY,1070,-1.38%,1085,1085,1085,1070,191,13173,1417355,26953719
ZONE,550,-2.65%,565,565,565,540,65,600,32986,478594
BIRD,1805,-0.82%,1820,1830,1830,1785,657,11693,2101154,4516291
MAIN,810,-1.82%,825,830,835,810,759,30264,2484466,1813388
AKPI,580,-2.52%,595,600,600,580,37,269,15926,355104
UNTD,97,-14.16%,113,123,128,97,16073,2275324,24610268,646667
CBPE,274,-5.52%,290,292,298,272,351,6903,194333,371613
BRMSZPCN6A,44,-27.87%,61,65,65,42,77,10998,48875,22000
ITIC,448,-3.86%,466,466,470,438,1759,65436,2958325,421443
LABA,250,-6.72%,268,298,300,238,17251,2108741,55178482,275851
BABY,330,-5.17%,348,340,350,320,11336,345398,11776745,863355
BRPTYUCZ5A,236,-7.09%,254,236,236,236,1,1,24,47200
JPFADRCJ6A,99,-16.10%,118,117,117,99,13,2380,24654,29700
MBAP,1600,-1.23%,1620,1620,1625,1585,159,1279,204860,1963635
BBHI,1460,-1.35%,1480,1480,1480,1450,206,3426,503818,31408913
JARR,3670,-0.54%,3690,3730,3770,3660,4669,102110,37811309,33876541
BBRI,3980,-0.50%,4000,4000,4010,3980,17623,872876,348274011,597172778
EPMT,2350,-0.84%,2370,2370,2390,2350,19,61,14397,6365304
FORU,1140,-1.72%,1160,1175,1175,1080,98,1239,141723,530355
BTPN,2130,-0.93%,2150,2130,2150,2120,17,186,39622,22442114
WIFI,3340,-0.60%,3360,3380,3430,3320,13521,615578,207071522,17730554
HRTA,1220,-1.61%,1240,1240,1245,1215,2452,123904,15205690,5618420
SRTG,1675,-1.18%,1695,1690,1700,1665,1550,35337,5922816,22721099
PANR,660,-2.94%,680,680,680,660,237,14809,988069,915750
SSMS,1595,-1.24%,1615,1620,1620,1580,638,66002,10561986,15192375
MEGA,3280,-0.61%,3300,3300,3300,3280,13,40,13132,38125129
SKRN,745,-2.61%,765,765,775,745,537,19245,1450982,5587500
UNVRHDCM6A,177,-10.61%,198,180,180,177,3,450,8040,24780
UNVRDRCG6A,126,-14.29%,147,130,131,126,5,1023,13261,37800
DWGL,342,-6.04%,364,368,368,320,3813,187272,6452847,3164465
FLMC,208,-9.57%,230,230,230,208,1064,72675,1529188,162500
BRPTZPCF6A,454,-4.62%,476,454,454,454,1,110,4994,90800
PICO,252,-8.70%,276,276,280,248,3308,168826,4450613,143231
HOMI,454,-5.02%,478,482,492,420,803,32561,1453471,715050
TBMS,1345,-1.82%,1370,1370,1370,1340,65,638,86227,988145
CYBR-W,930,-2.62%,955,975,975,920,75,395,37111,281161
PGJO,1000,-2.44%,1025,1025,1050,985,103,2002,203086,795859
PGLI,490,-4.85%,515,515,515,464,909,46468,2321059,239120
TGKA,5275,-0.47%,5300,5300,5300,5275,8,11,5805,4845049
SMAR,5100,-0.49%,5125,5175,5200,5100,117,815,416788,14648186
MKPI,24425,-0.10%,24450,24425,24425,24400,61,61,148943,23159638
CBRE,1265,-1.94%,1290,1300,1380,1200,32525,1094567,141472656,5740655
BYAN,17875,-0.14%,17900,17900,18075,17875,56,137,245525,595833363
LIFE,8450,-0.29%,8475,8475,8475,8200,8,14,11808,17745000
ARCI,1150,-2.13%,1175,1185,1185,1145,7866,479176,55428087,28560250
BMAS,665,-3.62%,690,670,675,665,9,172,11465,11917888
MSTI,1420,-2.07%,1450,1455,1455,1420,504,9532,1369538,4457971
EMAS,4070,-0.73%,4100,4100,4130,4060,3320,47617,19441966,65853547
ANTM,2900,-1.02%,2930,2930,2940,2900,32919,910229,265033971,69689218
BEEF,510,-5.56%,540,540,545,510,1379,92327,4848486,4141327
INDY,1920,-1.54%,1950,1945,1950,1915,3141,85259,16438247,10003569
MASB,3230,-0.92%,3260,3230,3230,3230,1,1,323,4482391
BRPTHDCH6B,290,-9.94%,322,290,290,290,1,1242,36018,46400
PWONZPCH6A,28,-57.58%,66,65,65,28,4,23,124,5600
CITA,4650,-0.85%,4690,4700,4700,4620,146,1011,471396,18415680
KEEN,1040,-3.70%,1080,1090,1100,1025,2031,160926,16918824,3812965
AMFG,3560,-1.11%,3600,3510,3560,3500,20,178,62630,1545040
ANJT,2140,-1.83%,2180,2210,2210,2100,516,7014,1507197,7177935
BIKE,830,-4.60%,870,870,870,810,802,51321,4289327,1073951
INCO,4510,-0.88%,4550,4550,4580,4440,4663,48621,21808372,47534428
GPSO,780,-4.88%,820,815,815,775,561,26057,2069487,520058
SOSS,845,-4.52%,885,850,850,845,41,221,18719,675505
NICK,1175,-3.29%,1215,1260,1260,1175,43,186,22183,765101
SMGRBQCZ5A,10,-81.82%,55,10,10,8,67,114183,104812,300
ELPI,690,-6.12%,735,740,760,650,1314,41306,2862563,5114280
PTSP,1200,-4%,1250,1270,1285,1155,333,1929,232214,264970
ADMF,8825,-0.56%,8875,8850,8900,8825,130,694,614453,10905962
MTMH,1145,-4.18%,1195,1160,1195,1135,33,543,62445,2368463
FUTR,750,-6.25%,800,805,810,740,18127,1521949,116328868,4976664
FILM,5625,-0.88%,5675,5675,5775,5400,7780,76828,43509875,61242563
BESS,1600,-3.03%,1650,1650,1690,1600,38,197,31722,5504729
MAPI,1390,-3.47%,1440,1440,1445,1385,5682,305039,42763013,23074000
LFLO,498,-9.45%,550,545,545,498,84,1124,57482,651252
DSNG,1760,-3.03%,1815,1820,1825,1740,5001,244997,43552228,18655723
WOOD,448,-11.29%,505,486,490,446,3005,188588,8582272,2884000
CEKA,2500,-2.34%,2560,2560,2680,2450,238,2102,533346,1487500
FISH,1680,-3.45%,1740,1740,1745,1680,251,2338,399453,8064000
STTP,10150,-0.73%,10225,10225,10350,10050,16,37,37518,13296500
PGUN,13175,-0.57%,13250,13100,13325,12950,169,472,621055,75596159
STAA,1355,-5.24%,1430,1440,1440,1305,4502,277160,37835631,14774070
WIIM,1395,-5.42%,1475,1480,1485,1395,4693,189741,27098680,2929324
UNVR,2530,-3.44%,2620,2600,2610,2520,13184,485044,124065927,96519500
IMPC,2620,-3.32%,2710,2720,2740,2590,4946,342796,90617139,143755470
SRAJ,11700,-0.85%,11800,11750,11825,11525,238,1698,1981700,143195832
JPFA,2300,-4.96%,2420,2430,2430,2260,12693,466915,109497490,26971123
CPIN,4620,-2.94%,4760,4770,4790,4590,9517,189172,88115703,75758760
SHIP,5200,-2.80%,5350,5250,5325,5150,60,768,397253,14142908
AADI,8525,-1.73%,8675,8750,8825,8475,7248,124038,106753738,66383252
POLU,24800,-0.60%,24950,24950,25225,23575,91,228,551755,18600000
SMMT,1710,-10%,1900,1900,1900,1680,1470,26561,4775869,5856750
SONA,2460,-8.21%,2680,2690,2690,2440,476,3336,852417,1629504
GGRM,16850,-1.75%,17150,17300,17300,16775,3310,32598,55149503,32420883
UDNG,3890,-7.38%,4200,4620,4620,3780,2239,21551,9022875,6807656
TCPI,8050,-5.29%,8500,8550,8550,7975,1909,63167,52643285,40250000
MLPT,78800,-1.04%,79625,79800,79800,78600,69,77,608108,147750000
